1.,Vampire Survivors,https://steamdb.info/app/1794680/,97.35%,"114,012","77,061"
2.,Entropy : Zero 2,https://steamdb.info/app/1583720/,96.02%,"11,148","3,751"
3.,Stray,https://steamdb.info/app/1332010/,95.96%,"348,896","62,963"
4.,Neon White,https://steamdb.info/app/1533420/,95.63%,"31,897","3,277"
5.,Placid Plastic Duck Simulator,https://steamdb.info/app/1999360/,95.47%,"10,302","1,615"
6.,PowerWash Simulator,https://steamdb.info/app/1290000/,95.37%,"68,587","10,512"
7.,Persona 5 Royal,https://steamdb.info/app/1687950/,95.26%,"122,875","35,474"
8.,Wobbledogs,https://steamdb.info/app/1424330/,95.20%,"12,599",591
9.,A Castle Full of Cats,https://steamdb.info/app/2070550/,95.16%,"2,383",196
10.,The Case of the Golden Idol,https://steamdb.info/app/1677770/,95.15%,"11,071",520
11.,God of War,https://steamdb.info/app/1593500/,95.14%,"267,982","73,529"
12.,Lil Gator Game,https://steamdb.info/app/1586800/,95.07%,"9,313",458
13.,Patrick's Parabox,https://steamdb.info/app/1260520/,95.01%,"8,691",592
14.,CULTIC,https://steamdb.info/app/1684930/,94.93%,"16,009",738
15.,Ib,https://steamdb.info/app/1901370/,94.93%,"19,064","2,745"
16.,A Building Full of Cats,https://steamdb.info/app/1969080/,94.83%,"1,712",115
17.,Trombone Champ,https://steamdb.info/app/1059990/,94.82%,"13,640","1,067"
18.,Outcore: Desktop Adventure,https://steamdb.info/app/1275670/,94.76%,"6,203",453
19.,Lost in Play,https://steamdb.info/app/1328840/,94.63%,"14,751",511
20.,The Looker,https://steamdb.info/app/1985690/,94.56%,"4,058","1,632"
21.,Monument Valley: Panoramic Edition,https://steamdb.info/app/1927720/,94.45%,"7,361",323
22.,SIGNALIS,https://steamdb.info/app/1262350/,94.41%,"56,933",872
23.,Marvel’s Spider-Man Remastered,https://steamdb.info/app/1817070/,94.40%,"175,691","66,436"
24.,Dorfromantik,https://steamdb.info/app/1455840/,94.40%,"69,876","7,101"
25.,Half-Life 2: VR Mod,https://steamdb.info/app/658920/,94.35%,350,"1,793"
26.,Stacklands,https://steamdb.info/app/1948280/,94.31%,"38,221","5,186"
27.,Monster Prom 3: Monster Roadtrip,https://steamdb.info/app/1665190/,94.26%,"12,457","1,774"
28.,Café Stella and the Reaper's Butterflies,https://steamdb.info/app/1829980/,94.25%,"15,665","1,415"
29.,Fear & Hunger 2: Termina,https://steamdb.info/app/2171440/,94.22%,"16,769",608
30.,Aokana - Four Rhythms Across the Blue - EXTRA2,https://steamdb.info/app/2206340/,94.21%,"5,378",531
31.,The Upturned,https://steamdb.info/app/1717770/,94.16%,"2,669",92
32.,BABBDI,https://steamdb.info/app/2240530/,94.15%,"2,038",117
33.,Teardown,https://steamdb.info/app/1167630/,94.07%,"187,794","8,339"
34.,Tiny Rogues,https://steamdb.info/app/2088570/,94.06%,"11,331","4,714"
