1.,Portal 2,https://steamdb.info/app/620/,"395,948","5,213","401,161",97.70%
3.,People Playground,https://steamdb.info/app/1118200/,"249,527","3,457","252,984",97.48%
2.,Stardew Valley,https://steamdb.info/app/413150/,"725,327","12,525","737,852",97.48%
4.,Vampire Survivors,https://steamdb.info/app/1794680/,"229,336","3,445","232,781",97.34%
5.,Hades,https://steamdb.info/app/1145360/,"260,776","4,442","265,218",97.20%
6.,Portal,https://steamdb.info/app/400/,"159,444","2,476","161,920",97.16%
7.,HoloCure - Save the Fans!,https://steamdb.info/app/2420510/,"30,139",214,"30,353",97.09%
8.,Terraria,https://steamdb.info/app/105600/,"1,281,659","31,505","1,313,164",96.92%
10.,Half-Life: Alyx,https://steamdb.info/app/546560/,"88,426","1,507","89,933",96.77%
9.,RimWorld,https://steamdb.info/app/294100/,"186,908","3,810","190,718",96.77%
11.,Left 4 Dead 2,https://steamdb.info/app/550/,"853,373","21,773","875,146",96.74%
12.,The Henry Stickmin Collection,https://steamdb.info/app/1089980/,"44,771",615,"45,386",96.72%
14.,Senren＊Banka,https://steamdb.info/app/1144400/,"23,914",228,"24,142",96.70%
13.,Pizza Tower,https://steamdb.info/app/2231450/,"58,976",917,"59,893",96.70%
15.,A Short Hike,https://steamdb.info/app/1055540/,"16,714",129,"16,843",96.60%
16.,Euro Truck Simulator 2,https://steamdb.info/app/227300/,"763,916","20,484","784,400",96.59%
17.,Slay the Spire,https://steamdb.info/app/646570/,"157,396","3,482","160,878",96.54%
18.,Slime Rancher,https://steamdb.info/app/433340/,"120,266","2,552","122,818",96.51%
19.,ULTRAKILL,https://steamdb.info/app/1229490/,"118,508","2,545","121,053",96.48%
22.,Totally Accurate Battle Simulator,https://steamdb.info/app/508440/,"122,814","2,706","125,520",96.45%
21.,Mount & Blade: Warband,https://steamdb.info/app/48700/,"158,165","3,652","161,817",96.45%
20.,The Binding of Isaac: Rebirth,https://steamdb.info/app/250900/,"287,377","7,308","294,685",96.45%
23.,Lethal Company,https://steamdb.info/app/1966720/,"405,192","10,868","416,060",96.42%
25.,Cats Hidden in Paris,https://steamdb.info/app/2313250/,"15,888",154,"16,042",96.38%
24.,OneShot,https://steamdb.info/app/420530/,"45,069",784,"45,853",96.38%
28.,Katana ZERO,https://steamdb.info/app/460950/,"65,103","1,279","66,382",96.37%
27.,Helltaker,https://steamdb.info/app/1289310/,"116,833","2,640","119,473",96.37%
26.,Half-Life 2,https://steamdb.info/app/220/,"191,976","4,747","196,723",96.37%
